id,actual_label
1085012,bad
1068550,bad
1065822,bad
1060392,bad
1057034,bad
1001415,bad
973789,bad
947322,bad
942603,bad
936847,bad
927492,bad
924934,bad
921773,bad
906401,bad
889450,bad
882629,bad
860840,bad
842027,bad
834616,bad
811711,bad
776514,bad
709351,bad
948937,bad
1162255,bad
1290976,bad
1319576,bad
896557,bad
896566,bad
896574,bad
959567,bad
959594,bad
1358676,bad
1392733,bad
1464154,bad
1489834,bad
1545742,bad
1550584,bad
1591327,bad
1532434,bad
1174787,bad
1176256,bad
1190504,bad
1190507,bad
1206249,bad
1207204,bad
1217150,bad
1218891,bad
1225534,bad
1458386,bad
1493000,bad
1558561,bad
908728,bad
1313825,bad
695185,bad
720085,bad
1373887,bad
481327,bad
1499618,bad
1598429,bad
1607410,bad
1609922,bad
1243354,bad
1292602,bad
1292903,bad
1300144,bad
1315938,bad
1320879,bad
1321008,bad
1321799,bad
1512496,bad
290714,bad
295337,bad
379211,bad
826991,bad
1307864,bad
1251545,bad
1190506,bad
1200624,bad
1251376,bad
1202084,bad
1289584,bad
1303880,bad
1304202,bad
1304203,bad
1305574,bad
1352568,bad
323492,bad
572954,bad
545517,bad
569295,bad
548373,bad
563360,bad
538588,bad
537665,bad
539831,bad
550417,bad
575339,bad
581706,bad
582809,bad
589126,bad
596540,bad
597021,bad
597204,bad
598607,bad
599492,bad
599493,bad
607847,bad
607954,bad
608079,bad
612049,bad
613136,bad
565430,bad
561231,bad
596904,bad
574380,bad
577565,bad
562100,bad
569627,bad
543314,bad
546776,bad
547128,bad
552340,bad
568721,bad
588217,bad
601947,bad
606329,bad
607923,bad
612083,bad
616849,bad
585855,bad
606958,bad
586826,bad
555694,bad
558566,bad
610346,bad
578195,bad
540593,bad
540595,bad
541087,bad
554303,bad
560305,bad
564927,bad
566510,bad
574269,bad
575190,bad
577692,bad
579347,bad
588933,bad
594363,bad
597466,bad
598647,bad
598815,bad
601118,bad
607325,bad
608617,bad
610251,bad
621584,bad
589980,bad
587187,bad
578616,bad
607900,bad
561608,bad
573160,bad
582691,bad
592773,bad
604862,bad
605012,bad
605742,bad
582662,bad
610913,bad
616568,bad
573943,bad
616130,bad
571147,bad
597170,bad
612373,bad
550763,bad
551052,bad
551383,bad
554225,bad
557968,bad
559156,bad
559160,bad
559161,bad
559165,bad
559167,bad
565919,bad
568569,bad
572116,bad
575168,bad
575528,bad
581012,bad
583652,bad
587070,bad
587956,bad
592914,bad
592945,bad
596233,bad
596395,bad
596697,bad
598630,bad
598697,bad
604320,bad
606005,bad
608231,bad
612191,bad
612917,bad
615920,bad
589468,bad
607280,bad
596778,bad
566444,bad
587909,bad
555120,bad
555390,bad
570720,bad
596678,bad
596698,bad
596779,bad
597338,bad
597581,bad
597930,bad
599827,bad
605680,bad
606304,bad
612828,bad
618954,bad
579095,bad
597259,bad
597689,bad
621564,bad
542327,bad
549192,bad
555293,bad
556342,bad
560202,bad
566736,bad
251994,good
462222,good
510009,good
638182,good
718727,good
730003,good
738501,good
776844,good
809682,good
827652,good
838568,good
853149,good
861540,good
866475,good
872386,good
894381,good
916449,good
923611,good
936357,good
936715,good
940001,good
948882,good
955837,good
960542,good
979281,good
985896,good
993806,good
994950,good
995894,good
1008214,good
1008608,good
1049551,good
1055287,good
1055288,good
1055289,good
1063010,good
1066223,good
1066360,good
1074941,good
1095848,good
1106791,good
1109618,good
1112285,good
1120405,good
1121836,good
1125557,good
1128127,good
1128151,good
1133558,good
1135005,good
1137481,good
1140305,good
1145663,good
1156056,good
1156518,good
1156821,good
1163044,good
1165916,good
1168042,good
1175056,good
1194132,good
1194346,good
1203554,good
1211084,good
1214868,good
1217162,good
1217207,good
1220408,good
1233964,good
1242566,good
1243010,good
1243361,good
1243549,good
1246370,good
1249665,good
1253272,good
1255286,good
1259385,good
1259978,good
1268708,good
1269998,good
1273265,good
1273516,good
1277153,good
1281231,good
1281471,good
1281711,good
1281851,good
1283681,good
1284312,good
1288449,good
1289575,good
1293032,good
1294700,good
1296328,good
1296524,good
1297021,good
1297896,good
1298690,good
1299787,good
1301647,good
1301946,good
1302069,good
1302638,good
1303831,good
1305789,good
1307183,good
1307492,good
1312607,good
1312874,good
1314451,good
1316548,good
1318271,good
1319889,good
1320090,good
1320531,good
1320542,good
1322100,good
1322226,good
1322441,good
1323135,good
1323728,good
1323910,good
1324191,good
1325049,good
1325620,good
1326762,good
1333153,good
1333669,good
1334859,good
1335694,good
1338577,good
1339072,good
1341583,good
1342802,good
1344494,good
1347451,good
1347929,good
1348457,good
1350776,good
1358475,good
1360348,good
1364119,good
1368321,good
1379043,good
1389066,good
1389134,good
1389575,good
1391213,good
1394058,good
1394737,good
1396294,good
1396340,good
1397166,good
1397266,good
1399167,good
1399753,good
1401645,good
1404296,good
1404833,good
1405459,good
1417527,good
1417668,good
1418115,good
1419420,good
1424264,good
1427634,good
1428147,good
1430070,good
1430920,good
1431074,good
1433707,good
1436120,good
1441198,good
1441304,good
1442820,good
1446755,good
1449224,good
1450448,good
1451978,good
1460963,good
1462998,good
1463054,good
1466655,good
1471763,good
1483793,good
1484616,good
1485220,good
1494105,good
1499405,good
1502188,good
1502642,good
1503679,good
1511968,good
1514757,good
1516634,good
1523101,good
1524891,good
1526673,good
1531109,good
1532498,good
1532701,good
1534329,good
1547001,good
1547459,good
1555317,good
1555870,good
1559185,good
1567090,good
1567481,good
1569820,good
1572098,good
1572500,good
1573738,good
1576071,good
1576876,good
1577232,good
1578277,good
1581231,good
1582532,good
1584092,good
1584234,good
1584793,good
1585588,good
1586104,good
1586553,good
1588009,good
1588246,good
1593263,good
1597029,good
1597068,good
1597076,good
1598511,good
1598822,good
1598938,good
1598979,good
1600177,good
1602118,good
1602409,good
1602726,good
1605975,good
1607465,good
1052569,good
840574,good
699523,good
1117327,good
861540,good
594901,good
666680,good
701095,good
726525,good
988500,good
597396,good
606428,good
575198,good
614632,good
1143404,good
881600,good
904046,good
909536,good
1031237,good
1118600,good
950167,good
1007580,good
849503,good
786607,good
1016427,good
1125105,good
1139480,good
987138,good
916522,good
843226,good
879652,good
902101,good
872787,good
989157,good
1095942,good
936931,good
986785,good
852513,good
1097284,good
946388,good
949409,good
937939,good
1008132,good
927701,good
968562,good
1072403,good
904585,good
868569,good
820513,good
1097671,good
649291,good
1128142,good
911827,good
1095848,good
888268,good
1074941,good
1066360,good
964992,good
738501,good
1143041,good
1047654,good
1059272,good
1143228,good
844844,good
921962,good
1143158,good
1015670,good
827652,good
1066223,good
887353,good
1128151,good
653908,good
1126297,good
1024121,good
975991,good
934185,good
854745,good
823343,good
1478218,good
1482464,good
1065004,good
1136477,good
1443771,good
251513,good
276934,good
280055,good
1445732,good
1524852,good
1588883,good
1573276,good
1234415,good
899182,good
906662,good
470314,good
775825,good
841495,good
1060367,good
1162142,good
1162283,good
1173751,good
1176107,good
1187901,good
1195054,good
1198683,good
1198687,good
1200322,good
1201017,good
1207375,good
1226629,good
1232548,good
1262783,good
1295458,good
1303781,good
1326826,good
1328104,good
1377535,good
1380021,good
1384256,good
1386474,good
1391082,good
1393237,good
1402272,good
1403781,good
1410240,good
1413574,good
1423247,good
1431489,good
1444548,good
1446551,good
1459966,good
1481837,good
1483033,good
1484067,good
1497515,good
1499193,good
1504370,good
1520668,good
1523773,good
1523774,good
1523799,good
1524718,good
1525772,good
1525909,good
1528430,good
1538117,good
1552410,good
1563073,good
1572500,good
1576888,good
1576889,good
1592172,good
1595678,good
1597077,good
1603503,good
1608597,good
1608601,good
1610681,good
1613314,good
1617345,good
1625254,good
1621070,good
1513395,good
1168479,good
1174225,good
1175206,good
1184586,good
1186166,good
1186170,good
1188101,good
1204619,good
1369711,good
1405588,good
1437484,good
1533152,good
1544858,good
1567642,good
1576155,good
1577501,good
1578198,good
1603561,good
1614908,good
729357,good
1460996,good
1485057,good
1488625,good
1488627,good
1511078,good
1520309,good
1532562,good
1394137,good
1567057,good
1314650,good
1315650,good
1318333,good
1383943,good
1290109,good
1301055,good
1302084,good
1302453,good
1303554,good
1357633,good
1364202,good
1367988,good
1328756,good
1398229,good
1462662,good
1476715,good
1480197,good
1512141,good
1514773,good
1169421,good
509552,good
1313798,good
1319937,good
1355389,good
1452396,good
1502721,good
1512583,good
1513728,good
1542698,good
1552535,good
1608478,good
1438368,good
1441278,good
1442992,good
1450875,good
1460782,good
1467449,good
1479744,good
1482246,good
1482579,good
1486909,good
1488314,good
1497261,good
1497498,good
1502266,good
1509755,good
1514749,good
1517342,good
1517525,good
1525431,good
1529334,good
1530714,good
1534934,good
1537873,good
1562166,good
1564290,good
1570219,good
1570935,good
1571765,good
1572492,good
1577238,good
1577458,good
1577959,good
1578385,good
1583025,good
1584625,good
1585686,good
1589653,good
1590372,good
1594405,good
1597246,good
1599811,good
1602465,good
1603483,good
1609808,good
1610298,good
1619981,good
1549543,good
932335,good
1227325,good
1243307,good
1246704,good
1267884,good
1277854,good
1288103,good
1288106,good
1288124,good
1288256,good
1289579,good
1293595,good
1293790,good
1297127,good
1298783,good
1299224,good
1299524,good
1300532,good
1304777,good
1304903,good
1306021,good
1306104,good
1306140,good
1306784,good
1307534,good
1308390,good
1311533,good
1311561,good
1311741,good
1311842,good
1312045,good
1312114,good
1312434,good
1312467,good
1312477,good
1313990,good
1314546,good
1315594,good
1315716,good
1315717,good
1317880,good
1320730,good
1324051,good
1332911,good
1335814,good
1335968,good
1338629,good
1339520,good
1341527,good
1342105,good
1299251,good
317833,good
317834,good
317842,good
318050,good
320453,good
320559,good
322986,good
325169,good
327036,good
327209,good
327479,good
327543,good
328299,good
329179,good
329180,good
329892,good
331123,good
1525688,good
712543,good
1485195,good
1495081,good
1535666,good
233712,good
239218,good
263146,good
267227,good
285574,good
287105,good
287615,good
287924,good
293810,good
298555,good
300161,good
300203,good
302660,good
303152,good
306208,good
309015,good
310007,good
310373,good
335077,good
336990,good
343585,good
345259,good
347797,good
348607,good
348759,good
348947,good
348959,good
349079,good
349148,good
350590,good
350844,good
351363,good
353033,good
355469,good
371675,good
372040,good
377397,good
377500,good
384936,good
388337,good
390716,good
456048,good
528006,good
567309,good
575254,good
575258,good
710259,good
715099,good
822343,good
828111,good
1570292,good
1570327,good
394038,good
478258,good
517741,good
1317239,good
1320618,good
1360626,good
1379866,good
1418766,good
591398,good
1192625,good
1200626,good
1200630,good
1200631,good
1217442,good
802050,good
806329,good
1543245,good
1562025,good
1465698,good
1354853,good
239929,good
245831,good
249067,good
250672,good
265325,good
271470,good
287262,good
299004,good
301197,good
304476,good
304987,good
306304,good
312510,good
313889,good
313894,good
324690,good
327196,good
335605,good
339714,good
352592,good
368854,good
371309,good
383167,good
523097,good
648664,good
412862,good
1095824,good
1175266,good
1175549,good
1182333,good
1185117,good
1186925,good
1189928,good
1191935,good
1192482,good
1192576,good
1199790,good
1212456,good
1365638,good
1367767,good
1482448,good
1496137,good
1519461,good
1546024,good
1553387,good
1592054,good
1434994,good
1060046,good
1164931,good
1249978,good
515260,good
935815,good
1138738,good
1289590,good
1297128,good
1300111,good
1303731,good
1309342,good
1309601,good
1309603,good
1311997,good
1314481,good
1315918,good
1318719,good
1352560,good
1368237,good
1379779,good
1414021,good
1437335,good
1503453,good
1512253,good
1513626,good
1535798,good
1542871,good
1551037,good
1580260,good
1584175,good
1587079,good
1588283,good
1589096,good
1592938,good
1593703,good
1596456,good
1597457,good
1598485,good
1600048,good
1608396,good
1610471,good
1625190,good
1551475,good
1177494,good
317827,good
318057,good
319228,good
320181,good
323831,good
325153,good
581253,good
608878,good
612230,good
575516,good
601983,good
539870,good
539991,good
543672,good
548614,good
598934,good
599325,good
604093,good
607048,good
616014,good
616018,good
555839,good
574457,good
580227,good
604967,good
596109,good
606423,good
558626,good
616379,good
607344,good
608662,good
601645,good
609079,good
570133,good
588077,good
539548,good
542122,good
543784,good
543888,good
568156,good
574487,good
587420,good
591481,good
595725,good
598614,good
602110,good
603884,good
604063,good
609106,good
609380,good
610749,good
610914,good
612401,good
614489,good
615413,good
615612,good
615622,good
615643,good
615682,good
615926,good
616017,good
616265,good
617047,good
617268,good
617320,good
617351,good
617478,good
617709,good
617806,good
618009,good
618052,good
618179,good
618340,good
618341,good
618389,good
618496,good
619162,good
619169,good
619238,good
620613,good
599751,good
537507,good
615194,good
588297,good
590931,good
544833,good
593366,good
545526,good
565051,good
592446,good
607914,good
611953,good
621660,good
554262,good
566619,good
606103,good
537474,good
539365,good
539884,good
540102,good
541393,good
543306,good
544657,good
544659,good
544762,good
544999,good
545583,good
546098,good
546259,good
547419,good
547678,good
547752,good
548027,good
549061,good
549589,good
549898,good
549988,good
550682,good
550740,good
550825,good
551712,good
551916,good
553161,good
553175,good
553178,good
553673,good
553946,good
554001,good
554005,good
554809,good
555337,good
555845,good
555904,good
556482,good
558461,good
558643,good
560755,good
561482,good
562452,good
562649,good
562718,good
562723,good
563337,good
563671,good
564170,good
564187,good
565048,good
565772,good
567681,good
567742,good
568037,good
569935,good
570278,good
570281,good
570918,good
570981,good
571660,good
