id,actual_label
1396294,good
1396340,good
1396424,bad
1396464,bad
1397166,good
1397266,good
1399167,good
1399753,good
1401645,good
1403695,bad
1404296,good
1404313,bad
1404315,bad
1404833,good
1405459,good
1405959,bad
1407294,bad
1409833,bad
1417201,bad
1417527,good
1417668,good
1418115,good
1419420,good
1419626,bad
1424264,good
1424987,bad
1425740,bad
1427634,good
1428147,good
1430070,good
1430920,good
1431074,good
1433707,good
1436120,good
1441007,bad
1441198,good
1441304,good
1442820,good
1446755,good
1447523,bad
1449224,good
1450448,good
1451978,good
1454331,bad
1460963,good
1462998,good
1463054,good
1466655,good
1471763,good
1471861,bad
1473762,bad
1483793,good
1484616,good
1485220,good
1494105,good
1494532,bad
1495384,bad
1497399,bad
1499405,good
1499940,bad
1502188,good
1502642,good
1503284,bad
1503679,good
1504441,bad
1504766,bad
1504969,bad
1511968,good
1514500,bad
1514757,good
1516634,good
1519611,bad
1521358,bad
1523101,good
1524757,bad
1524891,good
1526673,good
1531109,good
1532498,good
1532701,good
1534329,good
1534897,bad
1535284,bad
1536527,bad
1542727,bad
1542768,bad
1546907,bad
1547001,good
1547459,good
1550931,bad
1553687,bad
1554126,bad
1555317,good
1555869,bad
1555870,good
1556315,bad
1558005,bad
1558953,bad
1559185,good
1559408,bad
1560725,bad
1560768,bad
1560892,bad
1564321,bad
1567090,good
1567481,good
1568599,bad
1569175,bad
1569820,good
1571351,bad
1572098,good
1572500,good
1573738,good
1575763,bad
1576071,good
1576876,good
1577232,good
1578277,good
1580604,bad
1581231,good
1582532,good
1582949,bad
1584092,good
1584234,good
1584543,bad
1584793,good
1585588,good
1585776,bad
1586104,good
1586553,good
1588009,good
1588246,good
1593263,good
1597029,good
1597068,good
1597076,good
1598511,good
1598822,good
1598938,good
1598979,good
1600177,good
1602118,good
1602409,good
1602726,good
1605260,bad
1605975,good
1607465,good
1052569,good
840574,good
1022569,bad
699523,good
1112285,bad
1117327,good
861540,good
980103,bad
865521,bad
718727,bad
594901,good
703869,bad
636678,bad
666680,good
864563,bad
701095,good
720277,bad
566794,bad
701603,bad
726525,good
988500,good
597396,good
1123018,bad
606428,good
1109370,bad
574574,bad
575198,good
614632,good
1038096,bad
1143404,good
618693,bad
1141236,bad
766926,bad
983527,bad
1092856,bad
881600,good
633830,bad
1109150,bad
1107492,bad
904046,good
793995,bad
855768,bad
853149,bad
934863,bad
909536,good
1038768,bad
1031237,good
1057742,bad
1118600,good
988996,bad
725439,bad
808415,bad
950167,good
1029156,bad
1007580,good
849503,good
786607,good
1015081,bad
1015927,bad
1016427,good
1125105,good
1139480,good
1139771,bad
987138,good
916522,good
849560,bad
878523,bad
843226,good
879652,good
980605,bad
955849,bad
883617,bad
868566,bad
902101,good
872787,good
989157,good
986905,bad
1140000,bad
1061378,bad
1095942,good
890693,bad
936931,good
986785,good
852513,good
1097284,good
946388,good
949409,good
1014652,bad
923838,bad
937939,good
907069,bad
1008132,good
927701,good
968562,good
883529,bad
1072403,good
993902,bad
1090898,bad
1117312,bad
930557,bad
916137,bad
1143290,bad
904585,good
868569,good
858857,bad
820513,good
1097671,good
1089019,bad
878296,bad
835839,bad
887893,bad
649291,good
960542,bad
1128142,good
911827,good
1095848,good
938464,bad
1100869,bad
888268,good
1074941,good
1111484,bad
738591,bad
1066360,good
964992,good
738501,good
1143041,good
1047654,good
1059272,good
1143228,good
1062555,bad
1068406,bad
1125557,bad
1051964,bad
765064,bad
844844,good
717691,bad
955837,bad
940001,bad
923611,bad
843293,bad
1120123,bad
1123241,bad
921962,good
708611,bad
903276,bad
1143158,good
1015670,good
827652,good
1066223,good
887353,good
638182,bad
1120405,bad
1049551,bad
1008608,bad
1128151,good
1073789,bad
1140356,bad
1006936,bad
653908,good
1129569,bad
1126297,good
1120414,bad
1117055,bad
1100126,bad
1095866,bad
1086942,bad
1085012,bad
1068550,bad
1065822,bad
1060392,bad
1057034,bad
1024121,good
1001415,bad
975991,good
973789,bad
947322,bad
942603,bad
936847,bad
934185,good
927492,bad
924934,bad
921773,bad
906401,bad
889450,bad
882629,bad
860840,bad
854745,good
842027,bad
834616,bad
823343,good
811711,bad
776514,bad
1478218,good
1482464,good
709351,bad
948937,bad
1065004,good
1136477,good
1162255,bad
1443771,good
251513,good
276934,good
280055,good
1445732,good
1524852,good
1588883,good
1573276,good
1234415,good
1290976,bad
1319576,bad
896557,bad
896566,bad
896574,bad
899182,good
906662,good
470314,good
775825,good
841495,good
959567,bad
959594,bad
1060367,good
1162142,good
1162283,good
1173751,good
1176107,good
1187901,good
1195054,good
1198683,good
1198687,good
1200322,good
1201017,good
1207375,good
1226629,good
1232548,good
1262783,good
1295458,good
1303781,good
1326826,good
1328104,good
1358676,bad
1377535,good
1380021,good
1384256,good
1386474,good
1391082,good
1392733,bad
1393237,good
1402272,good
1403781,good
1410240,good
1413574,good
1423247,good
1431489,good
1444548,good
1446551,good
1459966,good
1464154,bad
1481837,good
1483033,good
1484067,good
1489834,bad
1497515,good
1499193,good
1504370,good
1520668,good
1523773,good
1523774,good
1523799,good
1524718,good
1525772,good
1525909,good
1528430,good
1538117,good
1545742,bad
1550584,bad
1552410,good
1563073,good
1572500,good
1576888,good
1576889,good
1591327,bad
1592172,good
1595678,good
1597077,good
1603503,good
1608597,good
1608601,good
1610681,good
1613314,good
1617345,good
1625254,good
1532434,bad
1621070,good
1513395,good
1168479,good
1174225,good
1174787,bad
1175206,good
1176256,bad
1184586,good
1186166,good
1186170,good
1188101,good
1190504,bad
1190507,bad
1204619,good
1206249,bad
1207204,bad
1217150,bad
1218891,bad
1225534,bad
1369711,good
1405588,good
1437484,good
1533152,good
1544858,good
1567642,good
1576155,good
1577501,good
1578198,good
1603561,good
1614908,good
729357,good
1458386,bad
1460996,good
1485057,good
1488625,good
1488627,good
1493000,bad
1511078,good
1520309,good
1532562,good
1558561,bad
1394137,good
908728,bad
1567057,good
1313825,bad
1314650,good
1315650,good
1318333,good
695185,bad
720085,bad
1383943,good
1290109,good
1301055,good
1302084,good
1302453,good
1303554,good
1357633,good
1364202,good
1367988,good
1373887,bad
1328756,good
1398229,good
1462662,good
1476715,good
1480197,good
1512141,good
1514773,good
1169421,good
481327,bad
509552,good
1313798,good
1319937,good
1355389,good
1452396,good
1499618,bad
1502721,good
1512583,good
1513728,good
1542698,good
1552535,good
1608478,good
1438368,good
1441278,good
1442992,good
1450875,good
1460782,good
1467449,good
1479744,good
1482246,good
1482579,good
1486909,good
1488314,good
1497261,good
1497498,good
1502266,good
1509755,good
1514749,good
1517342,good
1517525,good
1525431,good
1529334,good
1530714,good
1534934,good
1537873,good
1562166,good
1564290,good
1570219,good
1570935,good
1571765,good
1572492,good
1577238,good
1577458,good
1577959,good
1578385,good
1583025,good
1584625,good
1585686,good
1589653,good
1590372,good
1594405,good
1597246,good
1598429,bad
1599811,good
1602465,good
1603483,good
1607410,bad
1609808,good
1609922,bad
1610298,good
1619981,good
1549543,good
932335,good
1227325,good
1243307,good
1243354,bad
1246704,good
1267884,good
1277854,good
1288103,good
1288106,good
1288124,good
1288256,good
1289579,good
1292602,bad
1292903,bad
1293595,good
1293790,good
1297127,good
1298783,good
1299224,good
1299524,good
1300144,bad
1300532,good
1304777,good
1304903,good
1306021,good
1306104,good
1306140,good
1306784,good
1307534,good
1308390,good
1311533,good
1311561,good
1311741,good
1311842,good
1312045,good
1312114,good
1312434,good
1312467,good
1312477,good
1313990,good
1314546,good
1315594,good
1315716,good
1315717,good
1315938,bad
1317880,good
1320730,good
1320879,bad
1321008,bad
1321799,bad
1324051,good
1332911,good
1335814,good
1335968,good
1338629,good
1339520,good
1341527,good
1342105,good
1299251,good
317833,good
317834,good
317842,good
318050,good
320453,good
320559,good
322986,good
325169,good
327036,good
327209,good
327479,good
327543,good
328299,good
329179,good
329180,good
329892,good
331123,good
1525688,good
712543,good
1485195,good
1495081,good
1512496,bad
1535666,good
233712,good
239218,good
263146,good
267227,good
285574,good
287105,good
287615,good
287924,good
290714,bad
293810,good
295337,bad
298555,good
300161,good
300203,good
302660,good
303152,good
306208,good
309015,good
310007,good
310373,good
335077,good
336990,good
343585,good
345259,good
347797,good
348607,good
348759,good
348947,good
348959,good
349079,good
349148,good
350590,good
350844,good
351363,good
353033,good
355469,good
371675,good
372040,good
377397,good
377500,good
379211,bad
384936,good
388337,good
390716,good
456048,good
528006,good
567309,good
575254,good
575258,good
710259,good
715099,good
822343,good
826991,bad
828111,good
1570292,good
1570327,good
394038,good
478258,good
517741,good
1307864,bad
1317239,good
1320618,good
1360626,good
1379866,good
